DattributeId=1 Abandoned=False Version=13
AttributeType=ASP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=HITP AttributeValue=1 AttributeBase=32.4211 AttributeGrowth=1.0807
AttributeType=DGP AttributeValue=1 AttributeBase=55.5789 AttributeGrowth=1.8526
AttributeType=CP AttributeValue=0.5 AttributeBase=32 AttributeGrowth=1.0667
AttributeType=CRP AttributeValue=0.5 AttributeBase=47.1579 AttributeGrowth=1.5719
AttributeType=OABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=IABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=CDP AttributeValue=0.5 AttributeBase=28.4211 AttributeGrowth=0.9474
AttributeType=AVOP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=SP AttributeValue=0 AttributeBase=0 AttributeGrowth=0

DattributeId=1246 Abandoned=False Version=13
AttributeType=AP AttributeValue=4 AttributeBase=6.25 AttributeGrowth=1.6964
AttributeType=ODP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=IDP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=HP AttributeValue=0.25 AttributeBase=533.3333 AttributeGrowth=73.3333
AttributeType=ASP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=HITP AttributeValue=1 AttributeBase=60.7895 AttributeGrowth=2.0263
AttributeType=DGP AttributeValue=1 AttributeBase=104.2105 AttributeGrowth=3.4737
AttributeType=CP AttributeValue=0.5 AttributeBase=60 AttributeGrowth=2
AttributeType=CRP AttributeValue=0.5 AttributeBase=88.4211 AttributeGrowth=2.9474
AttributeType=OABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=IABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=CDP AttributeValue=0.5 AttributeBase=53.2895 AttributeGrowth=1.7763
AttributeType=AVOP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=SP AttributeValue=0 AttributeBase=0 AttributeGrowth=0

DattributeId=1247 Abandoned=False Version=13
AttributeType=AP AttributeValue=4 AttributeBase=6.25 AttributeGrowth=1.6964
AttributeType=ODP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=IDP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=HP AttributeValue=0.25 AttributeBase=733.3333 AttributeGrowth=80
AttributeType=ASP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=HITP AttributeValue=1 AttributeBase=101.3158 AttributeGrowth=3.3772
AttributeType=DGP AttributeValue=1 AttributeBase=173.6842 AttributeGrowth=5.7895
AttributeType=CP AttributeValue=0.5 AttributeBase=100 AttributeGrowth=3.3333
AttributeType=CRP AttributeValue=0.5 AttributeBase=147.3684 AttributeGrowth=4.9123
AttributeType=OABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=IABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=CDP AttributeValue=0.5 AttributeBase=88.8158 AttributeGrowth=2.9605
AttributeType=AVOP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=SP AttributeValue=0 AttributeBase=0 AttributeGrowth=0

DattributeId=1248 Abandoned=False Version=13
AttributeType=AP AttributeValue=4 AttributeBase=6.25 AttributeGrowth=1.6964
AttributeType=ODP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=IDP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=HP AttributeValue=0.25 AttributeBase=983.3333 AttributeGrowth=88.3333
AttributeType=ASP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=HITP AttributeValue=1 AttributeBase=151.9737 AttributeGrowth=5.0658
AttributeType=DGP AttributeValue=1 AttributeBase=260.5263 AttributeGrowth=8.6842
AttributeType=CP AttributeValue=0.5 AttributeBase=150 AttributeGrowth=5
AttributeType=CRP AttributeValue=0.5 AttributeBase=221.0526 AttributeGrowth=7.3684
AttributeType=OABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=IABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=CDP AttributeValue=0.5 AttributeBase=133.2237 AttributeGrowth=4.4408
AttributeType=AVOP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=SP AttributeValue=0 AttributeBase=0 AttributeGrowth=0

DattributeId=1249 Abandoned=False Version=13
AttributeType=AP AttributeValue=4 AttributeBase=6.25 AttributeGrowth=1.6964
AttributeType=ODP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=IDP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=HP AttributeValue=0.25 AttributeBase=1233.333 AttributeGrowth=96.6667
AttributeType=ASP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=HITP AttributeValue=1 AttributeBase=202.6316 AttributeGrowth=6.7544
AttributeType=DGP AttributeValue=1 AttributeBase=347.3684 AttributeGrowth=11.5789
AttributeType=CP AttributeValue=0.5 AttributeBase=200 AttributeGrowth=6.6667
AttributeType=CRP AttributeValue=0.5 AttributeBase=294.7368 AttributeGrowth=9.8246
AttributeType=OABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=IABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=CDP AttributeValue=0.5 AttributeBase=177.6316 AttributeGrowth=5.9211
AttributeType=AVOP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=SP AttributeValue=0 AttributeBase=0 AttributeGrowth=0

DattributeId=1250 Abandoned=False Version=13
AttributeType=AP AttributeValue=4 AttributeBase=11.25 AttributeGrowth=1.8631
AttributeType=ODP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=IDP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=HP AttributeValue=0.25 AttributeBase=233.3333 AttributeGrowth=63.3333
AttributeType=ASP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=HITP AttributeValue=1 AttributeBase=16.2105 AttributeGrowth=0.5404
AttributeType=DGP AttributeValue=1 AttributeBase=16.2105 AttributeGrowth=0.5404
AttributeType=CP AttributeValue=0.5 AttributeBase=16 AttributeGrowth=0.5333
AttributeType=CRP AttributeValue=0.5 AttributeBase=23.5789 AttributeGrowth=0.786
AttributeType=OABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=IABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=CDP AttributeValue=0.5 AttributeBase=28.4211 AttributeGrowth=0.9474
AttributeType=AVOP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=SP AttributeValue=0 AttributeBase=0 AttributeGrowth=0

DattributeId=1251 Abandoned=False Version=13
AttributeType=AP AttributeValue=4 AttributeBase=16.25 AttributeGrowth=2.0298
AttributeType=ODP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=IDP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=HP AttributeValue=0.25 AttributeBase=233.3333 AttributeGrowth=63.3333
AttributeType=ASP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=HITP AttributeValue=1 AttributeBase=32.4211 AttributeGrowth=1.0807
AttributeType=DGP AttributeValue=1 AttributeBase=32.4211 AttributeGrowth=1.0807
AttributeType=CP AttributeValue=0.5 AttributeBase=32 AttributeGrowth=1.0667
AttributeType=CRP AttributeValue=0.5 AttributeBase=47.1579 AttributeGrowth=1.5719
AttributeType=OABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=IABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=CDP AttributeValue=0.5 AttributeBase=56.8421 AttributeGrowth=1.8947
AttributeType=AVOP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=SP AttributeValue=0 AttributeBase=0 AttributeGrowth=0

DattributeId=1252 Abandoned=False Version=13
AttributeType=AP AttributeValue=4 AttributeBase=25 AttributeGrowth=2.3214
AttributeType=ODP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=IDP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=HP AttributeValue=0.25 AttributeBase=233.3333 AttributeGrowth=63.3333
AttributeType=ASP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=HITP AttributeValue=1 AttributeBase=60.7895 AttributeGrowth=2.0263
AttributeType=DGP AttributeValue=1 AttributeBase=60.7895 AttributeGrowth=2.0263
AttributeType=CP AttributeValue=0.5 AttributeBase=60 AttributeGrowth=2
AttributeType=CRP AttributeValue=0.5 AttributeBase=88.4211 AttributeGrowth=2.9474
AttributeType=OABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=IABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=CDP AttributeValue=0.5 AttributeBase=106.5789 AttributeGrowth=3.5526
AttributeType=AVOP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=SP AttributeValue=0 AttributeBase=0 AttributeGrowth=0

DattributeId=1253 Abandoned=False Version=13
AttributeType=AP AttributeValue=4 AttributeBase=37.5 AttributeGrowth=2.7381
AttributeType=ODP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=IDP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=HP AttributeValue=0.25 AttributeBase=233.3333 AttributeGrowth=63.3333
AttributeType=ASP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=HITP AttributeValue=1 AttributeBase=101.3158 AttributeGrowth=3.3772
AttributeType=DGP AttributeValue=1 AttributeBase=101.3158 AttributeGrowth=3.3772
AttributeType=CP AttributeValue=0.5 AttributeBase=100 AttributeGrowth=3.3333
AttributeType=CRP AttributeValue=0.5 AttributeBase=147.3684 AttributeGrowth=4.9123
AttributeType=OABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=IABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=CDP AttributeValue=0.5 AttributeBase=177.6316 AttributeGrowth=5.9211
AttributeType=AVOP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=SP AttributeValue=0 AttributeBase=0 AttributeGrowth=0

DattributeId=1254 Abandoned=False Version=13
AttributeType=AP AttributeValue=4 AttributeBase=53.125 AttributeGrowth=3.2589
AttributeType=ODP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=IDP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=HP AttributeValue=0.25 AttributeBase=233.3333 AttributeGrowth=63.3333
AttributeType=ASP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=HITP AttributeValue=1 AttributeBase=151.9737 AttributeGrowth=5.0658
AttributeType=DGP AttributeValue=1 AttributeBase=151.9737 AttributeGrowth=5.0658
AttributeType=CP AttributeValue=0.5 AttributeBase=150 AttributeGrowth=5
AttributeType=CRP AttributeValue=0.5 AttributeBase=221.0526 AttributeGrowth=7.3684
AttributeType=OABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=IABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=CDP AttributeValue=0.5 AttributeBase=266.4474 AttributeGrowth=8.8816
AttributeType=AVOP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=SP AttributeValue=0 AttributeBase=0 AttributeGrowth=0

DattributeId=1255 Abandoned=False Version=13
AttributeType=AP AttributeValue=4 AttributeBase=68.75 AttributeGrowth=3.7798
AttributeType=ODP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=IDP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=HP AttributeValue=0.25 AttributeBase=233.3333 AttributeGrowth=63.3333
AttributeType=ASP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=HITP AttributeValue=1 AttributeBase=202.6316 AttributeGrowth=6.7544
AttributeType=DGP AttributeValue=1 AttributeBase=202.6316 AttributeGrowth=6.7544
AttributeType=CP AttributeValue=0.5 AttributeBase=200 AttributeGrowth=6.6667
AttributeType=CRP AttributeValue=0.5 AttributeBase=294.7368 AttributeGrowth=9.8246
AttributeType=OABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=IABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=CDP AttributeValue=0.5 AttributeBase=355.2632 AttributeGrowth=11.8421
AttributeType=AVOP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=SP AttributeValue=0 AttributeBase=0 AttributeGrowth=0

DattributeId=1256 Abandoned=False Version=13
AttributeType=AP AttributeValue=4 AttributeBase=11.25 AttributeGrowth=1.8631
AttributeType=ODP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=IDP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=HP AttributeValue=0.25 AttributeBase=233.3333 AttributeGrowth=63.3333
AttributeType=ASP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=HITP AttributeValue=1 AttributeBase=16.2105 AttributeGrowth=0.5404
AttributeType=DGP AttributeValue=1 AttributeBase=16.2105 AttributeGrowth=0.5404
AttributeType=CP AttributeValue=0.5 AttributeBase=16 AttributeGrowth=0.5333
AttributeType=CRP AttributeValue=0.5 AttributeBase=23.5789 AttributeGrowth=0.786
AttributeType=OABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=IABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=CDP AttributeValue=0.5 AttributeBase=28.4211 AttributeGrowth=0.9474
AttributeType=AVOP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=SP AttributeValue=0 AttributeBase=0 AttributeGrowth=0

DattributeId=1257 Abandoned=False Version=13
AttributeType=AP AttributeValue=4 AttributeBase=16.25 AttributeGrowth=2.0298
AttributeType=ODP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=IDP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=HP AttributeValue=0.25 AttributeBase=233.3333 AttributeGrowth=63.3333
AttributeType=ASP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=HITP AttributeValue=1 AttributeBase=32.4211 AttributeGrowth=1.0807
AttributeType=DGP AttributeValue=1 AttributeBase=32.4211 AttributeGrowth=1.0807
AttributeType=CP AttributeValue=0.5 AttributeBase=32 AttributeGrowth=1.0667
AttributeType=CRP AttributeValue=0.5 AttributeBase=47.1579 AttributeGrowth=1.5719
AttributeType=OABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=IABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=CDP AttributeValue=0.5 AttributeBase=56.8421 AttributeGrowth=1.8947
AttributeType=AVOP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=SP AttributeValue=0 AttributeBase=0 AttributeGrowth=0

DattributeId=1258 Abandoned=False Version=13
AttributeType=AP AttributeValue=4 AttributeBase=25 AttributeGrowth=2.3214
AttributeType=ODP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=IDP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=HP AttributeValue=0.25 AttributeBase=233.3333 AttributeGrowth=63.3333
AttributeType=ASP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=HITP AttributeValue=1 AttributeBase=60.7895 AttributeGrowth=2.0263
AttributeType=DGP AttributeValue=1 AttributeBase=60.7895 AttributeGrowth=2.0263
AttributeType=CP AttributeValue=0.5 AttributeBase=60 AttributeGrowth=2
AttributeType=CRP AttributeValue=0.5 AttributeBase=88.4211 AttributeGrowth=2.9474
AttributeType=OABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=IABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=CDP AttributeValue=0.5 AttributeBase=106.5789 AttributeGrowth=3.5526
AttributeType=AVOP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=SP AttributeValue=0 AttributeBase=0 AttributeGrowth=0

DattributeId=1259 Abandoned=False Version=13
AttributeType=AP AttributeValue=4 AttributeBase=37.5 AttributeGrowth=2.7381
AttributeType=ODP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=IDP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=HP AttributeValue=0.25 AttributeBase=233.3333 AttributeGrowth=63.3333
AttributeType=ASP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=HITP AttributeValue=1 AttributeBase=101.3158 AttributeGrowth=3.3772
AttributeType=DGP AttributeValue=1 AttributeBase=101.3158 AttributeGrowth=3.3772
AttributeType=CP AttributeValue=0.5 AttributeBase=100 AttributeGrowth=3.3333
AttributeType=CRP AttributeValue=0.5 AttributeBase=147.3684 AttributeGrowth=4.9123
AttributeType=OABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=IABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=CDP AttributeValue=0.5 AttributeBase=177.6316 AttributeGrowth=5.9211
AttributeType=AVOP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=SP AttributeValue=0 AttributeBase=0 AttributeGrowth=0

DattributeId=1260 Abandoned=False Version=13
AttributeType=AP AttributeValue=4 AttributeBase=53.125 AttributeGrowth=3.2589
AttributeType=ODP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=IDP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=HP AttributeValue=0.25 AttributeBase=233.3333 AttributeGrowth=63.3333
AttributeType=ASP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=HITP AttributeValue=1 AttributeBase=151.9737 AttributeGrowth=5.0658
AttributeType=DGP AttributeValue=1 AttributeBase=151.9737 AttributeGrowth=5.0658
AttributeType=CP AttributeValue=0.5 AttributeBase=150 AttributeGrowth=5
AttributeType=CRP AttributeValue=0.5 AttributeBase=221.0526 AttributeGrowth=7.3684
AttributeType=OABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=IABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=CDP AttributeValue=0.5 AttributeBase=266.4474 AttributeGrowth=8.8816
AttributeType=AVOP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=SP AttributeValue=0 AttributeBase=0 AttributeGrowth=0

DattributeId=1261 Abandoned=False Version=13
AttributeType=AP AttributeValue=4 AttributeBase=68.75 AttributeGrowth=3.7798
AttributeType=ODP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=IDP AttributeValue=1.25 AttributeBase=28.3333 AttributeGrowth=7.6905
AttributeType=HP AttributeValue=0.25 AttributeBase=233.3333 AttributeGrowth=63.3333
AttributeType=ASP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=HITP AttributeValue=1 AttributeBase=202.6316 AttributeGrowth=6.7544
AttributeType=DGP AttributeValue=1 AttributeBase=202.6316 AttributeGrowth=6.7544
AttributeType=CP AttributeValue=0.5 AttributeBase=200 AttributeGrowth=6.6667
AttributeType=CRP AttributeValue=0.5 AttributeBase=294.7368 AttributeGrowth=9.8246
AttributeType=OABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=IABP AttributeValue=0.75 AttributeBase=0 AttributeGrowth=0
AttributeType=CDP AttributeValue=0.5 AttributeBase=355.2632 AttributeGrowth=11.8421
AttributeType=AVOP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=SP AttributeValue=0 AttributeBase=0 AttributeGrowth=0

DattributeId=1262 Abandoned=False Version=13
AttributeType=AP AttributeValue=4 AttributeBase=21.5833 AttributeGrowth=4.1917
AttributeType=ODP AttributeValue=1.25 AttributeBase=11.3333 AttributeGrowth=3.0762
AttributeType=IDP AttributeValue=1.25 AttributeBase=11.3333 AttributeGrowth=3.0762
AttributeType=HP AttributeValue=0.25 AttributeBase=100 AttributeGrowth=27.1429
AttributeType=ASP AttributeValue=0 AttributeBase=0 AttributeGrowth=0
AttributeType=HITP AttributeValue=1 AttributeBase=16.2105 AttributeGrowth=0.5404
AttributeType=DGP AttributeValue=1 AttributeBase=16.2105 AttributeGrowth=0.5404
AttributeType=CP AttributeValue=0.5 AttributeBase=16 AttributeGrowth=0.5333
